Date,AllMedia_Headline,Description,Source_Name,Source_Bias,Source_Headline,Source_Link
"December 23rd, 2017",b'Appeals Court Rules Against Travel Ban',"The 9th Circuit Court of Appeals ruled that President Trump's latest travel ban violates federal law by engaging in ""nationality discrimination"". The ruling will not go into effect until the Supreme Court hears the case.",Los Angeles Times,Left ,"b""9th Circuit says Trump's third travel ban is illegal""",http://www.latimes.com/local/lanow/la-me-travel-trump-9th-circuit-20171222-story.html
"December 23rd, 2017",b'Appeals Court Rules Against Travel Ban',"The 9th Circuit Court of Appeals ruled that President Trump's latest travel ban violates federal law by engaging in ""nationality discrimination"". The ruling will not go into effect until the Supreme Court hears the case.",The Week - News,Center ,"b""Trump doesn't have authority to issue a travel ban, appeals court rules""",http://theweek.com/speedreads/745140/trump-doesnt-have-authority-issue-travel-ban-appeals-court-rules
"December 22nd, 2017",b'Trump Admin Considers New Immigration Plan',"The Trump administration is considering a new immigration plan that would separate children from their parents when families are caught trying to cross the border illegally. ICE has approved the program, but Homeland Security Secretary Kirstjen Nielsen has yet to approve it.",The Hill,Center ,b'ICE approves plan to separate families at border: report',http://thehill.com/blogs/blog-briefing-room/366131-dhs-could-approve-policy-to-separate-families-at-border-report
"December 22nd, 2017",b'Trump Admin Considers New Immigration Plan',"The Trump administration is considering a new immigration plan that would separate children from their parents when families are caught trying to cross the border illegally. ICE has approved the program, but Homeland Security Secretary Kirstjen Nielsen has yet to approve it.",Washington Examiner,Right ,b'Trump administration weighs policy that could split up families who enter US illegally',http://www.washingtonexaminer.com/trump-administration-weighs-policy-that-could-split-up-families-who-enter-us-illegally/article/2644235
"December 22nd, 2017",b'Trump Admin Considers New Immigration Plan',"The Trump administration is considering a new immigration plan that would separate children from their parents when families are caught trying to cross the border illegally. ICE has approved the program, but Homeland Security Secretary Kirstjen Nielsen has yet to approve it.",HuffPost,Left ,b'Trump Administration Considers Tearing Families Apart In New Immigration Crackdown',https://www.huffingtonpost.com/entry/trump-family-separation-immigration-crackdown_us_5a3cfc08e4b0b0e5a7a19c6d
"December 4th, 2017",b'US Withdraws from UN Compact on Migration',"The Trump administration has withdrawn from the United Nations Global Compact on Migration, which protects the rights of migrants and provides resources for education, jobs and resettlement. ""In this case, we simply cannot in good faith support a process that could undermine the sovereign right of the United States to enforce our immigration laws and secure our borders,"" said Rex Tillerson.",CNN (Web News),Left ,"b""US quits UN global compact on migration, says it'll set its own policy""",http://www.cnn.com/2017/12/03/politics/us-global-compact-migration/index.html
"December 4th, 2017",b'US Withdraws from UN Compact on Migration',"The Trump administration has withdrawn from the United Nations Global Compact on Migration, which protects the rights of migrants and provides resources for education, jobs and resettlement. ""In this case, we simply cannot in good faith support a process that could undermine the sovereign right of the United States to enforce our immigration laws and secure our borders,"" said Rex Tillerson.",Newsweek,Left ,"b'Trump Ignores Nikki Haley, Pulls U.S. out of Global Immigration Pact'",http://www.newsweek.com/trump-un-immigration-talks-nikki-haley-729755
"December 4th, 2017",b'US Withdraws from UN Compact on Migration',"The Trump administration has withdrawn from the United Nations Global Compact on Migration, which protects the rights of migrants and provides resources for education, jobs and resettlement. ""In this case, we simply cannot in good faith support a process that could undermine the sovereign right of the United States to enforce our immigration laws and secure our borders,"" said Rex Tillerson.",Townhall,Right ,b'Trump Administration Pulls US Out of UN Migration Pact',https://townhall.com/tipsheet/leahbarkoukis/2017/12/04/trump-pulls-us-out-of-un-migration-pact-n2417809
"November 15th, 2017",b'Cards Against Humanity Sets Plan to Delay Border Wall',"The company behind the popular game Cards Against Humanity has purchased land on the U.S.-Mexico border and hired an eminent domain law firm to make the construction of Trump's border wall ""as time-consuming and expensive as possible.""",The Daily Caller,Right ,b'Cards Against Humanity Is Trying To Sabotage Trump\xe2\x80\x99s Border Wall Construction',http://dailycaller.com/2017/11/15/cards-against-humanity-is-trying-to-sabotage-trumps-border-wall-construction/
"November 15th, 2017",b'Cards Against Humanity Sets Plan to Delay Border Wall',"The company behind the popular game Cards Against Humanity has purchased land on the U.S.-Mexico border and hired an eminent domain law firm to make the construction of Trump's border wall ""as time-consuming and expensive as possible.""",Salon,Left ,"b'In its sickest Trump burn yet, Cards Against Humanity buys land blocking his border wall'",https://www.salon.com/2017/11/15/cards-against-humanity-border-wall/
"November 15th, 2017",b'Cards Against Humanity Sets Plan to Delay Border Wall',"The company behind the popular game Cards Against Humanity has purchased land on the U.S.-Mexico border and hired an eminent domain law firm to make the construction of Trump's border wall ""as time-consuming and expensive as possible.""",Chicago Tribune,Center ,"b""Cards Against Humanity raises $2.25 million to fight Trump's border wall, promote card game""",http://www.chicagotribune.com/news/chicagoinc/ct-met-cards-against-humanity-1116-chicago-inc-20171115-story.html
"October 18th, 2017",b'Second Judge Halts Travel Ban',"A federal judge in Maryland delivered a second blow to President Trump's latest travel ban late Tuesday, arguing that the president's own words make clear that his focus is not on national security but on instituting a ban against Muslims.",USA TODAY,Center ,"b""Federal judge in Maryland rules Trump's new travel ban violates law against discrimination""",https://www.usatoday.com/story/news/world/2017/10/18/federal-judge-maryland-rules-trumps-new-travel-ban-violates-law-against-discrimination/775106001/
"October 18th, 2017",b'Second Judge Halts Travel Ban',"A federal judge in Maryland delivered a second blow to President Trump's latest travel ban late Tuesday, arguing that the president's own words make clear that his focus is not on national security but on instituting a ban against Muslims.",Washington Times,Right ,"b'Second judge issues halt to Trump\xe2\x80\x99s travel ban, rules on \xe2\x80\x98extreme vetting\xe2\x80\x99'",http://www.washingtontimes.com/news/2017/oct/18/second-judge-issues-halt-revised-travel-ban/
"October 18th, 2017",b'Second Judge Halts Travel Ban',"A federal judge in Maryland delivered a second blow to President Trump's latest travel ban late Tuesday, arguing that the president's own words make clear that his focus is not on national security but on instituting a ban against Muslims.",Washington Post,Left ,"b'Second judge rules against latest travel ban, saying Trump\xe2\x80\x99s own words show it was aimed at Muslims'",https://www.washingtonpost.com/world/national-security/second-judge-rules-against-latest-travel-ban-saying-trumps-own-words-show-it-was-aimed-at-muslims/2017/10/18/5ecdaa44-b3ed-11e7-9e58-e6288544af98_story.html
"October 9th, 2017",b'White House Releases Immigration Demands',"The White House sent Congress an expansive set of principles that would sharply increase immigration enforcement at the border and inside the U.S. and significantly cut the number of new legal arrivals, demanding a high price for legislation under consideration to help “Dreamers.”",Washington Post,Left ,"b'Trump administration releases hard-line immigration principles, threatening deal on \xe2\x80\x98dreamers\xe2\x80\x99'",https://www.washingtonpost.com/news/post-politics/wp/2017/10/08/trump-administration-releases-hard-line-immigration-principles-threatening-deal-on-dreamers/
"October 9th, 2017",b'White House Releases Immigration Demands',"The White House sent Congress an expansive set of principles that would sharply increase immigration enforcement at the border and inside the U.S. and significantly cut the number of new legal arrivals, demanding a high price for legislation under consideration to help “Dreamers.”",Fox News (Online),Right ,b'Trump\xe2\x80\x99s DACA demands met with outrage from \xe2\x80\x98Chuck and Nancy\xe2\x80\x99',http://www.foxnews.com/politics/2017/10/09/trump-s-daca-demands-met-with-outrage-from-chuck-and-nancy.html
"October 9th, 2017",b'White House Releases Immigration Demands',"The White House sent Congress an expansive set of principles that would sharply increase immigration enforcement at the border and inside the U.S. and significantly cut the number of new legal arrivals, demanding a high price for legislation under consideration to help “Dreamers.”",The Hill,Center ,b'Trump demands border wall funds for Dreamer proposal',http://thehill.com/homenews/administration/354481-trump-sends-congress-hardline-immigration-plan
"September 14th, 2017",b'Motel 6 Staff Reporting Guests to ICE',"Motel 6 is facing controversy after a report revealed that employees in Phoenix, Arizona locations were handing over guest information to U.S. Immigration and Customs Enforcement (ICE). A spokeswoman for the motel chain has since said that the employees have stopped working with ICE employees after the report was released and senior management was made aware of the situation.",Fox News (Online),Right ,b'Phoenix Motel 6 accused of notifying ICE about undocumented patrons',http://www.foxnews.com/us/2017/09/14/phoenix-motel-6-accused-notifying-ice-about-undocumented-patrons.html
"September 14th, 2017",b'Motel 6 Staff Reporting Guests to ICE',"Motel 6 is facing controversy after a report revealed that employees in Phoenix, Arizona locations were handing over guest information to U.S. Immigration and Customs Enforcement (ICE). A spokeswoman for the motel chain has since said that the employees have stopped working with ICE employees after the report was released and senior management was made aware of the situation.",Bloomberg,Center ,b'Motel 6 Just Left the Light on for ICE',https://www.bloomberg.com/news/articles/2017-09-14/motel-6-just-left-the-light-on-for-ice
"September 14th, 2017",b'Motel 6 Staff Reporting Guests to ICE',"Motel 6 is facing controversy after a report revealed that employees in Phoenix, Arizona locations were handing over guest information to U.S. Immigration and Customs Enforcement (ICE). A spokeswoman for the motel chain has since said that the employees have stopped working with ICE employees after the report was released and senior management was made aware of the situation.",HuffPost,Left ,b'Motel 6 Admits Arizona Sites Were Reporting Guests To ICE Without Chain\xe2\x80\x99s Approval',http://www.huffingtonpost.com/entry/motel-6-admits-immigration-reports_us_59b9e79be4b086432b04471f
"September 14th, 2017",b'Fairly Close to DACA Deal',"President Trump says he is ""fairly close"" to a deal with top Democrats to protect dreamers. He also says that any deal would have to include a massive increase in border security.",BBC News,Center ,"b""Daca: Trump 'fairly close' to deal with Democrats on Dreamers""",http://www.bbc.com/news/world-us-canada-41267926
"September 14th, 2017",b'Fairly Close to DACA Deal',"President Trump says he is ""fairly close"" to a deal with top Democrats to protect dreamers. He also says that any deal would have to include a massive increase in border security.",Fox News (Online),Right ,"b""Trump: 'No deal' yet with Pelosi and Schumer on DACA, wall will be built""",http://www.foxnews.com/politics/2017/09/14/white-house-disputes-schumer-pelosis-border-wall-claim.html
"September 14th, 2017",b'Fairly Close to DACA Deal',"President Trump says he is ""fairly close"" to a deal with top Democrats to protect dreamers. He also says that any deal would have to include a massive increase in border security.",New York Times (Online News),Left ,b'Trump Confirms Support for Law to Protect \xe2\x80\x98Dreamers\xe2\x80\x99',https://www.nytimes.com/2017/09/14/us/politics/trump-daca-dreamers.html
"September 6th, 2017",b'Bipartisanship on DACA Solution',"In the wake of President Trump's decision to end DACA, people from across the aisle are coming together to work towards a bipartisan solution that would give Dreamers a pathway to citizenship if they meet a series of qualifications.",Business Insider,Center ,"b""'The clock is ticking': Graham and Durbin urge action on bipartisan DREAM Act by the end of September""",http://www.businessinsider.com/daca-lindsey-graham-dick-durbin-urge-action-on-dream-act-trump-immigration-news-2017-9
"September 6th, 2017",b'Bipartisanship on DACA Solution',"In the wake of President Trump's decision to end DACA, people from across the aisle are coming together to work towards a bipartisan solution that would give Dreamers a pathway to citizenship if they meet a series of qualifications.",Washington Examiner,Right ,b'Republican Sen. Cory Gardner agrees to support bipartisan Dream Act after Trump rescinds DACA',http://www.washingtonexaminer.com/republican-sen-cory-gardner-agrees-to-support-bipartisan-dream-act-after-trump-rescinds-daca/article/2633478
"September 6th, 2017",b'Bipartisanship on DACA Solution',"In the wake of President Trump's decision to end DACA, people from across the aisle are coming together to work towards a bipartisan solution that would give Dreamers a pathway to citizenship if they meet a series of qualifications.",New York Times (Online News),Left ,"b'After 16 Futile Years, Congress Will Try Again to Legalize \xe2\x80\x98Dreamers\xe2\x80\x99'",https://www.nytimes.com/2017/09/05/us/politics/dream-act-daca-trump-congress-dreamers.html
"September 5th, 2017",b'Obama Speaks Out On DACA',Former president Barack Obama on Tuesday criticized President Trump's decision to end the immigration program designed to protect undocumented immigrants who were brought to the U.S. as children.,HuffPost,Left ,b'Obama Speaks Out On Trump Ending Dreamer Protections',http://www.huffingtonpost.com/entry/obama-trump-daca_us_59a40c37e4b06d67e338f449
"September 5th, 2017",b'Obama Speaks Out On DACA',Former president Barack Obama on Tuesday criticized President Trump's decision to end the immigration program designed to protect undocumented immigrants who were brought to the U.S. as children.,USA TODAY,Center ,"b""Obama on Trump's DACA decision: 'To target these young people is wrong'""",https://www.usatoday.com/story/news/politics/onpolitics/2017/09/05/obama-trumps-daca-decision-to-target-these-young-people-wrong/634379001/
"September 5th, 2017",b'Obama Speaks Out On DACA',Former president Barack Obama on Tuesday criticized President Trump's decision to end the immigration program designed to protect undocumented immigrants who were brought to the U.S. as children.,The Daily Caller,Right ,b'Obama Rips Trump As \xe2\x80\x98Cruel\xe2\x80\x99 For Rolling Back DACA Amnesty Program',http://dailycaller.com/2017/09/05/obama-rips-trump-as-cruel-for-rolling-back-daca-amnesty-program/
"September 5th, 2017",b'Sessions Announces End to DACA',"Attorney General Jeff Sessions announced the winding down an Obama-era immigration program designed to protect undocumented immigrants who were brought into the United States as children, but invited Congress to preserve it through legislation within six months.",Washington Post,Left ,b'Trump administration announces end of immigration protection program for \xe2\x80\x98dreamers\xe2\x80\x99',https://www.washingtonpost.com/news/post-politics/wp/2017/09/05/trump-administration-announces-end-of-immigration-protection-program-for-dreamers/
"September 5th, 2017",b'Sessions Announces End to DACA',"Attorney General Jeff Sessions announced the winding down an Obama-era immigration program designed to protect undocumented immigrants who were brought into the United States as children, but invited Congress to preserve it through legislation within six months.",USA TODAY,Center ,"b'Trump winds down DACA program for undocumented immigrants, gives Congress 6 months to act'",https://www.usatoday.com/story/news/politics/2017/09/05/trump-congress-do-your-job-daca-immigration-replacement-plan/632191001/
"September 5th, 2017",b'Sessions Announces End to DACA',"Attorney General Jeff Sessions announced the winding down an Obama-era immigration program designed to protect undocumented immigrants who were brought into the United States as children, but invited Congress to preserve it through legislation within six months.",Fox News (Online),Right ,"b'Trump administration ends DACA, with 6-month delay'",http://www.foxnews.com/politics/2017/09/05/trump-administration-ends-daca-with-6-month-delay.html
"September 4th, 2017",b'Reports Say DACA Is Over',"President Trump will announce on Tuesday that he is ending a controversial program that protects nearly 800,000 young undocumented immigrants from deportation, media reports indicated late Sunday.",USA TODAY,Center ,"b'Reports: Trump to end DACA, give Congress six months to act'",https://www.usatoday.com/story/news/politics/2017/09/03/trump-daca-deportation-protections-dreamers/622855001/
"September 4th, 2017",b'Reports Say DACA Is Over',"President Trump will announce on Tuesday that he is ending a controversial program that protects nearly 800,000 young undocumented immigrants from deportation, media reports indicated late Sunday.",Townhall,Right ,"b""Reports Say DACA Is Over, But There's A Six-Month Enforcement Delay""",https://townhall.com/tipsheet/mattvespa/2017/09/03/breaking-daca-is-over-but-theres-a-sixmonth-delay-n2376933
"September 4th, 2017",b'Reports Say DACA Is Over',"President Trump will announce on Tuesday that he is ending a controversial program that protects nearly 800,000 young undocumented immigrants from deportation, media reports indicated late Sunday.",The Guardian,Left ,"b""Trump to end Daca 'Dreamers' program with six-month delay \xe2\x80\x93 reports""",https://www.theguardian.com/us-news/2017/sep/04/trump-to-end-dreamers-program-with-six-month-delay-reports
"July 15th, 2017",b'Administration Appeals Travel Ban Ruling',"The Trump administration has gone to the Supreme Court after a Hawaii judge's ruling on President Trump's travel ban called for more people to be excluded from the ban. The judge's decision was to allow grandparents, grandchildren, aunts, uncles and other relatives of people in the U.S. to get around the ban.",Politico,Left ,b'Justice Department appeals latest travel ban setback to Supreme Court',http://www.politico.com/story/2017/07/14/hawaii-judge-allows-grandparents-travel-ban-240543
"July 15th, 2017",b'Administration Appeals Travel Ban Ruling',"The Trump administration has gone to the Supreme Court after a Hawaii judge's ruling on President Trump's travel ban called for more people to be excluded from the ban. The judge's decision was to allow grandparents, grandchildren, aunts, uncles and other relatives of people in the U.S. to get around the ban.",Fox News (Online),Right ,b'Trump administration appeals Hawaii court ruling on travel ban',http://www.foxnews.com/politics/2017/07/15/trump-administration-appeals-hawaii-court-ruling-on-travel-ban.html
"July 15th, 2017",b'Administration Appeals Travel Ban Ruling',"The Trump administration has gone to the Supreme Court after a Hawaii judge's ruling on President Trump's travel ban called for more people to be excluded from the ban. The judge's decision was to allow grandparents, grandchildren, aunts, uncles and other relatives of people in the U.S. to get around the ban.",Los Angeles Times,Left ,b'Trump administration says it will go to Supreme Court after Hawaii judge expands travel ban exemptions',http://www.latimes.com/nation/la-na-hawaii-judge-travel-ban-07132017-story.html
"June 29th, 2017",b'Travel Ban Goes Into Effect',"President Trump's travel order will begin to go into effect Thursday, just a few days after the Supreme Court upheld parts of the controversial policy, which temporarily bars visitors from six predominantly Muslim countries.",The Hill,Center ,"b""Trump's travel ban to go into effect Thursday""",http://thehill.com/policy/national-security/339998-trumps-travel-ban-to-go-into-effect-thursday
"June 29th, 2017",b'Travel Ban Goes Into Effect',"President Trump's travel order will begin to go into effect Thursday, just a few days after the Supreme Court upheld parts of the controversial policy, which temporarily bars visitors from six predominantly Muslim countries.",Townhall,Right ,"b""New Travel Order Rules Require Visitors to Have 'Close' Family in US""",https://townhall.com/tipsheet/cortneyobrien/2017/06/29/new-visa-rules-go-into-effect-thursday-n2348383
"June 29th, 2017",b'Travel Ban Goes Into Effect',"President Trump's travel order will begin to go into effect Thursday, just a few days after the Supreme Court upheld parts of the controversial policy, which temporarily bars visitors from six predominantly Muslim countries.",HuffPost,Left ,b'Trump Administration Prepares To Start Enforcing Travel Ban',http://www.huffingtonpost.com/entry/us-sets-criteria-for-visa-applicants-from-6-muslim-nations_us_5954746be4b02734df2fe0e5
"June 16th, 2017",b'DHS Rescinds Amnesty Program',"President Trump's Department of Homeland Security has rescinded former President Barack Obama's order shielding millions of migrants from deportation, but is letting stand a policy that grants reprieves to people who arrived in the United States as children.",USA TODAY,Center ,"b'Trump keeps policy on Dreamers, tightens restrictions on older undocumented'",https://www.usatoday.com/story/news/politics/2017/06/16/donald-trump-migrants-dreemaers/102912330/
"June 16th, 2017",b'DHS Rescinds Amnesty Program',"President Trump's Department of Homeland Security has rescinded former President Barack Obama's order shielding millions of migrants from deportation, but is letting stand a policy that grants reprieves to people who arrived in the United States as children.",New York Times (Online News),Left ,"b'Trump Will Allow \xe2\x80\x98Dreamers\xe2\x80\x99 to Stay in U.S., Reversing Campaign Promise'",https://www.nytimes.com/2017/06/16/us/politics/trump-will-allow-dreamers-to-stay-in-us-reversing-campaign-promise.html
"June 16th, 2017",b'DHS Rescinds Amnesty Program',"President Trump's Department of Homeland Security has rescinded former President Barack Obama's order shielding millions of migrants from deportation, but is letting stand a policy that grants reprieves to people who arrived in the United States as children.",The Daily Caller,Right ,b'Trump Admin Rescinds DAPA Amnesty Program',http://dailycaller.com/2017/06/15/promise-kept-trump-admin-rescinds-dapa-amnesty-program/
"June 12th, 2017",b'Court Upholds Block on Travel Ban',The 9th Circuit Court of Appeals ruled Monday to uphold in large part the Hawaiian court's decision to block President Trump's travel ban.,The Hill,Center ,b'Appeals court refuses to reinstate Trump travel ban',http://thehill.com/homenews/administration/337434-appeals-court-refuses-to-reinstate-trump-travel-ban
"June 12th, 2017",b'Court Upholds Block on Travel Ban',The 9th Circuit Court of Appeals ruled Monday to uphold in large part the Hawaiian court's decision to block President Trump's travel ban.,Vox,Left ,b'Trump gets another travel ban defeat \xe2\x80\x94 and the clock is ticking',https://www.vox.com/2017/6/12/15783448/trump-muslim-ban-ninth-circuit
"June 12th, 2017",b'Court Upholds Block on Travel Ban',The 9th Circuit Court of Appeals ruled Monday to uphold in large part the Hawaiian court's decision to block President Trump's travel ban.,The Daily Caller,Right ,b'9th Circuit Upholds Injunction On Trump\xe2\x80\x99s Second Travel Ban',http://dailycaller.com/2017/06/12/9th-circuit-upholds-injunction-on-trumps-second-travel-ban/
"June 5th, 2017",b'Trump Pushes Travel Ban',"President Donald Trump emphatically referred to his executive order on immigration as a ""travel ban"" and said his Justice Department should not have submitted a ""watered down, politically correct version"" to the Supreme Court.",HuffPost,Left ,"b'Trump Is Still Pushing His Travel Ban, Potentially Harming His Legal Case'",http://www.huffingtonpost.com/entry/donald-trump-travel-ban-lawsuit_us_5935413ce4b075bff0f4ef18
"June 5th, 2017",b'Trump Pushes Travel Ban',"President Donald Trump emphatically referred to his executive order on immigration as a ""travel ban"" and said his Justice Department should not have submitted a ""watered down, politically correct version"" to the Supreme Court.",Fox News (Online),Right ,"b""Trump rips DOJ for 'watered down' travel ban, seeks swift court hearing""",http://www.foxnews.com/politics/2017/06/05/trump-rips-doj-for-watered-down-travel-ban-seeks-swift-court-hearing.html
"June 5th, 2017",b'Trump Pushes Travel Ban',"President Donald Trump emphatically referred to his executive order on immigration as a ""travel ban"" and said his Justice Department should not have submitted a ""watered down, politically correct version"" to the Supreme Court.",CNN (Web News),Left ,"b""Trump says he's calling it a 'travel ban'""",http://www.cnn.com/2017/06/05/politics/trump-travel-ban-courts/index.html
"March 6th, 2017",b'Trump Signs New Travel Ban',"President Donald Trump signed a new executive order Monday banning immigration from six Muslim-majority countries, notably dropping Iraq from January's previous order.",The Daily Caller,Right ,b'President Trump Signs Revamped Executive Order Restricting Immigration From 6 Countries',http://dailycaller.com/2017/03/06/trump-signs-revamped-executive-order-restricting-immigration-from-6-countries/
"March 6th, 2017",b'Trump Signs New Travel Ban',"President Donald Trump signed a new executive order Monday banning immigration from six Muslim-majority countries, notably dropping Iraq from January's previous order.",Washington Post,Left ,b'Trump signs new travel ban targeting those seeking new visas',https://www.washingtonpost.com/politics/federal_government/trumps-new-travel-order-applies-to-those-seeking-new-visas/2017/03/06/158f23a0-0289-11e7-9d14-9724d48f5666_story.html
"March 6th, 2017",b'Trump Signs New Travel Ban',"President Donald Trump signed a new executive order Monday banning immigration from six Muslim-majority countries, notably dropping Iraq from January's previous order.",CNN (Web News),Left ,"b'President Donald Trump signs new travel ban, exempts Iraq'",http://www.cnn.com/2017/03/06/politics/trump-travel-ban-iraq/
"February 11th, 2017",b'Undocumented Raids Surge',"As fears grow over Trump cracking down on immigration, ICE raids have increased dramatically leading to deportations.",Newsmax - News,Right ,"b""Hundreds of Immigrants Arrested in 'Routine' US Enforcement Surge""",http://www.newsmax.com/Newsfront/immigrants-arrested-routine-us/2017/02/10/id/773101/
"February 11th, 2017",b'Undocumented Raids Surge',"As fears grow over Trump cracking down on immigration, ICE raids have increased dramatically leading to deportations.",Daily Beast,Left ,b'Trump\xe2\x80\x99s Deportation Force Begins Raids on Undocumented Immigrants',http://www.thedailybeast.com/articles/2017/02/11/trump-s-deportation-force-begins-raids-on-undocumented-immigrants.html
"February 11th, 2017",b'Undocumented Raids Surge',"As fears grow over Trump cracking down on immigration, ICE raids have increased dramatically leading to deportations.",HuffPost,Left ,"b'Undocumented Immigrants Arrested Nationwide, Stoking Fears Of Trump\xe2\x80\x99s \xe2\x80\x98Deportation Force\xe2\x80\x99'",http://www.huffingtonpost.com/entry/trump-immigration-raids-deportation_us_589e1eb0e4b094a129eb03b0
"February 10th, 2017",b'Court Ruling on Travel Ban',"A federal appeals court has handed a resounding victory to Washington and Minnesota in their challenge of President Donald Trump's travel ban, finding unanimously that a lower court ruling suspending the ban's enforcement should stay in place for now.",NPR Online News,Center ,"b""Appeals Court Rejects Bid To Reinstate Trump's Travel Ban""",http://www.npr.org/sections/thetwo-way/2017/02/09/514384549/appeals-court-rejects-bid-to-reinstate-trumps-travel-ban
"February 10th, 2017",b'Court Ruling on Travel Ban',"A federal appeals court has handed a resounding victory to Washington and Minnesota in their challenge of President Donald Trump's travel ban, finding unanimously that a lower court ruling suspending the ban's enforcement should stay in place for now.",Washington Times,Right ,b'Appeals court maintains block on Trump travel limits from Muslim countries',http://www.washingtontimes.com/news/2017/feb/9/trump-travel-ban-muslim-nations-loses-federal-appe/
"February 10th, 2017",b'Court Ruling on Travel Ban',"A federal appeals court has handed a resounding victory to Washington and Minnesota in their challenge of President Donald Trump's travel ban, finding unanimously that a lower court ruling suspending the ban's enforcement should stay in place for now.",U.S. News & World Report,Left ,"b""What's Next for the Trump Travel Ban""",http://www.usnews.com/news/us/articles/2017-02-10/a-look-at-what-comes-next-in-trump-travel-ban-case
"February 5th, 2017",b'Travel Ban Reinstatement Rejected',An appeals court rejected the reinstatement of the travel ban. Meaning migrants from the 7 listed countries are still allowed to travel into the US.,Los Angeles Times,Left ,b'Appeals court rejects bid to quickly reinstate travel ban as Trump administration copes with first big setback',http://www.latimes.com/politics/la-na-pol-visa-cancellations-20170204-story.html
"February 5th, 2017",b'Travel Ban Reinstatement Rejected',An appeals court rejected the reinstatement of the travel ban. Meaning migrants from the 7 listed countries are still allowed to travel into the US.,USA TODAY,Center ,b'Appeals court denies Trump request to immediately restore travel ban',http://www.usatoday.com/story/news/politics/2017/02/05/court-denies-trump-request-travel-ban/97517810/
"February 5th, 2017",b'Travel Ban Reinstatement Rejected',An appeals court rejected the reinstatement of the travel ban. Meaning migrants from the 7 listed countries are still allowed to travel into the US.,Fox News (Online),Right ,"b""Pence: Will use 'all legal means at our disposal' to reinstate immigration ban""",http://www.foxnews.com/politics/2017/02/05/pence-will-use-all-legal-means-at-our-disposal-to-reinstate-immigration-ban.html
"February 4th, 2017",b'Judge Halts Immigration Ban',A federal judge issued a temporary halt to President Trump's immigration ban. The White House has said they will fight the judge's orders.,Wall Street Journal - News,Center ,"b'Federal Judge Temporarily Halts Trump Order on Immigration, Refugees'",https://www.wsj.com/articles/legal-feud-over-trump-immigration-order-turns-to-visa-revocations-1486153216
"February 4th, 2017",b'Judge Halts Immigration Ban',A federal judge issued a temporary halt to President Trump's immigration ban. The White House has said they will fight the judge's orders.,New York Times (Online News),Left ,b'Trump Attacks Judge Who Blocked Visa Ban',https://www.nytimes.com/2017/02/04/us/politics/visa-ban-trump-judge-james-robart.html
"February 4th, 2017",b'Judge Halts Immigration Ban',A federal judge issued a temporary halt to President Trump's immigration ban. The White House has said they will fight the judge's orders.,Breitbart News,Right ,b'White House Vows \xe2\x80\x98Emergency Stay\xe2\x80\x99 of Judicial Order Thwarting President\xe2\x80\x99s Immigration Order',http://www.breitbart.com/big-government/2017/02/03/white-house-vows-emergency-stay-of-judicial-order-thwarting-presidents-immigration-order/
"January 30th, 2017",b'Immigration Order Facts and Questions',Null,Washington Post,Left ,b'Trump\xe2\x80\x99s facile claim that his refugee policy is similar to Obama\xe2\x80\x99s in 2011',https://www.washingtonpost.com/news/fact-checker/wp/2017/01/29/trumps-facile-claim-that-his-refugee-policy-is-similar-to-obama-in-2011/
"January 30th, 2017",b'Immigration Order Facts and Questions',Null,NPR Online News,Center ,"b""5 Questions About The Law And Trump's Immigration Order  Listen\xc2\xb7 5:54""",http://www.npr.org/2017/01/29/512311973/5-questions-about-the-law-and-trumps-immigration-order
"January 30th, 2017",b'Immigration Order Facts and Questions',Null,National Review,Right ,b'Trump\xe2\x80\x99s Executive Order on Refugees \xe2\x80\x94 Separating Fact from Hysteria',http://www.nationalreview.com/article/444370/donald-trump-refugee-executive-order-no-muslim-ban-separating-fact-hysteria
"January 29th, 2017",b'Reactions to the Refugee Ban',Nationwide protests are popping up at airports against the refugee ban signed by Trump. Republicans are split on the issue.,USA TODAY,Center ,"b""Microsoft, Uber, Apple, Google: How the tech world responded to Trump's immigration ban""",http://www.usatoday.com/story/tech/news/2017/01/28/google-ceo-speaks-out-against-trump-refugee-ban/97182748/
"January 29th, 2017",b'Reactions to the Refugee Ban',Nationwide protests are popping up at airports against the refugee ban signed by Trump. Republicans are split on the issue.,Vox,Left ,b'A (very short) list of Republicans in Congress who have criticized Trump\xe2\x80\x99s immigration order',http://www.vox.com/2017/1/28/14427198/republican-critics-trump-refugee-order
"January 29th, 2017",b'Reactions to the Refugee Ban',Nationwide protests are popping up at airports against the refugee ban signed by Trump. Republicans are split on the issue.,Reason,Right ,"b""HIT & RUN BLOG Federal Judge Stays Trump's Order to Remove Immigrants, Refugees Here Legally""",http://reason.com/blog/2017/01/28/federal-judge-stays-trumps-order-to-remo
"September 1st, 2016",b'Trump s Immigration Speech',Fact checking a fiery speech,Washington Post,Left ,b'Fact-checking Donald Trump\xe2\x80\x99s immigration speech',https://www.washingtonpost.com/news/fact-checker/wp/2016/09/01/fact-checking-donald-trumps-immigration-speech/
"September 1st, 2016",b'Trump s Immigration Speech',Fact checking a fiery speech,Guest Writer - Right,Right ,b'OPINION: Trump immigration speech: A president was born on Wednesday',http://www.foxnews.com/opinion/2016/09/01/trump-immigration-speech-president-was-born-on-wednesday.html
